"year","firm","asst","liab","eqty","sales","cost_sales","indst"
2019,"삼성전자",35256,8968,26288,23040,14724,"제조업"
2019,"SK하이닉스",6479,1685,4794,2699,1883,"제조업"
2019,"LG화학",3402,1664,1738,2863,2378,"제조업"
2019,"삼성바이오로직스",591,156,435,70,51,"제조업"
2019,"NAVER",1230,580,650,659,0,"제조업"
2019,"셀트리온",389,99,291,113,50,"제조업"
2019,"현대차",19451,11815,7637,10575,8809,"제조업"
2019,"삼성SDI",1985,719,1266,1010,788,"제조업"
2019,"카카오",874,300,574,307,0,"제조업"
2019,"LG생활건강",649,226,424,769,292,"제조업"
2019,"현대모비스",4661,1420,3241,3805,3282,"제조업"
2019,"삼성물산",4591,1921,2669,3076,2696,"제조업"
2019,"기아차",5534,2637,2898,5815,4877,"제조업"
2019,"POSCO",7906,3126,4779,6437,5812,"제조업"
2019,"엔씨소프트",335,83,251,170,0,"제조업"
2019,"SK텔레콤",4461,2179,2282,1774,0,"제조업"
2019,"KB금융",51854,47942,3912,1464,544,"은행업"
2019,"신한지주",55242,51049,4193,1571,597,"은행업"
2019,"SK이노베이션",3953,2132,1821,4988,4675,"제조업"
2019,"LG전자",4486,2843,1643,6231,4697,"제조업"
2019,"SK",13202,7984,5218,9926,9021,"제조업"
2019,"삼성에스디에스",902,230,673,1072,893,"제조업"
2019,"SK바이오팜",14,15,-1,12,0,"제조업"
2019,"한국전력",19760,12871,6889,5917,5778,"제조업"
2019,"삼성생명",31276,27545,3732,1620,600,"보험업"
2019,"LG",2243,341,1902,658,522,"제조업"
2019,"KT&G",1071,201,871,496,209,"제조업"
2019,"넷마블",581,116,465,218,0,"제조업"
2019,"삼성전기",867,324,543,804,599,"제조업"
2019,"하나금융지주",42151,39252,2898,1112,534,"은행업"
2019,"아모레퍼시픽",599,149,450,558,150,"제조업"
2019,"롯데케미칼",2004,599,1405,1512,1321,"제조업"
2019,"삼성화재",8517,7085,1432,1946,241,"보험업"
2019,"한화솔루션",1568,988,581,950,773,"제조업"
2019,"고려아연",784,100,684,669,574,"제조업"
2019,"신풍제약",38,17,21,19,11,"제조업"
2019,"우리금융지주",36198,33649,2549,1058,468,"은행업"
2019,"현대글로비스",1013,546,467,1827,1690,"제조업"
2019,"한온시스템",708,474,234,715,612,"제조업"
2019,"S-Oil",1633,984,650,2439,2335,"제조업"
2019,"한국조선해양",2506,1213,1293,1518,1419,"제조업"
2019,"기업은행",31811,29533,2278,949,374,"은행업"
2019,"KT",3406,1887,1519,2434,0,"제조업"
2019,"CJ제일제당",2628,1680,948,2235,1807,"제조업"
2019,"미래에셋대우",13315,12396,919,198,NA,"증권업"
2019,"두산중공업",2481,1861,620,1566,1298,"제조업"
2019,"빅히트",36,19,17,59,39,"제조업"
2019,"코웨이",285,178,108,302,101,"제조업"
2019,"LG디스플레이",3557,2309,1249,2348,2161,"제조업"
2019,"SK케미칼",213,141,72,143,110,"제조업"
2019,"한진칼",269,127,142,120,107,"제조업"
2019,"LG유플러스",1794,1059,735,1238,0,"제조업"
2019,"포스코케미칼",173,72,101,148,132,"제조업"
2019,"오리온",245,78,167,202,111,"제조업"
2019,"녹십자",196,78,118,137,100,"제조업"
2019,"금호석유",454,191,263,498,441,"제조업"
2019,"강원랜드",444,72,372,152,74,"제조업"
2019,"유한양행",212,47,165,148,105,"제조업"
2019,"이마트",2109,1089,1021,1906,1417,"제조업"
2019,"현대제철",3437,1713,1723,2051,1912,"제조업"
2019,"한국금융지주",6077,5573,503,140,58,"은행업"
2019,"한국타이어앤테크놀로지",1016,298,719,688,496,"제조업"
2019,"HMM",716,607,109,551,552,"제조업"
2019,"아모레G",828,180,648,628,164,"제조업"
2019,"대한항공",2701,2423,278,1268,1114,"제조업"
2019,"한미사이언스",91,27,65,82,0,"제조업"
2019,"CJ대한통운",911,545,366,1042,944,"제조업"
2019,"삼성카드",2204,1514,690,246,NA,"여신금융업"
2019,"현대중공업지주",2572,1383,1188,2663,2480,"제조업"
2019,"LG이노텍",577,357,220,830,727,"제조업"
2019,"현대건설",1823,951,871,1728,1555,"제조업"
2019,"삼성중공업",1360,835,525,735,729,"제조업"
2019,"한미약품",191,109,82,111,48,"제조업"
2019,"DB손해보험",5578,4963,615,1440,236,"보험업"
2019,"더존비즈온",73,36,36,26,11,"제조업"
2019,"GS",2474,1374,1100,1779,1380,"제조업"
2019,"SKC",397,225,173,254,210,"제조업"
2019,"롯데지주",1561,781,779,886,626,"제조업"
2019,"에스원",179,47,133,215,161,"제조업"
2019,"두산밥캣",670,273,398,451,353,"제조업"
2019,"삼성증권",4473,3978,495,122,NA,"증권업"
2019,"호텔신라",353,261,92,572,0,"제조업"
2019,"동서",148,13,135,50,42,"제조업"
2019,"NH투자증권",5008,4468,539,139,NA,"증권업"
2019,"대림산업",1345,671,674,970,804,"제조업"
2019,"쌍용양회",333,153,180,154,115,"제조업"
2019,"두산퓨얼셀",50,33,17,22,20,"제조업"
2019,"한국가스공사",3931,3117,815,2498,2323,"제조업"
2019,"휠라홀딩스",377,197,180,345,172,"제조업"
2019,"GS리테일",705,450,255,901,706,"제조업"
2019,"대우조선해양",1128,752,375,836,789,"제조업"
2019,"롯데쇼핑",3397,2207,1190,1762,1018,"제조업"
2019,"키움증권",2337,2112,226,87,NA,"증권업"
2019,"제일기획",225,130,96,342,226,"제조업"
2019,"하이트진로",327,224,103,204,116,"제조업"
2019,"GS건설",1317,903,414,1042,902,"제조업"
2019,"메리츠증권",3811,3409,402,116,NA,"증권업"
2019,"한샘",120,59,61,170,122,"제조업"
2019,"CJ",4038,2577,1462,3378,2463,"제조업"
2019,"팬오션",445,155,290,247,218,"제조업"
2019,"씨에스윈드",74,37,37,80,69,"제조업"
2019,"BGF리테일",217,155,62,595,489,"제조업"
2019,"삼성엔지니어링",455,324,130,637,561,"제조업"
2019,"한국항공우주",437,318,118,311,263,"제조업"
2019,"현대해상",4639,4188,451,1348,222,"보험업"
2019,"일진머티리얼즈",104,21,82,55,47,"제조업"
2019,"신세계",1302,750,552,639,313,"제조업"
2019,"오뚜기",215,81,135,236,195,"제조업"
2019,"한화",18229,16402,1826,5041,4666,"제조업"
2019,"BNK금융지주",10454,9536,918,363,144,"은행업"
2019,"LS",1076,649,427,1018,893,"제조업"
2019,"한올바이오파마",19,5,14,11,5,"제조업"
2019,"두산인프라코어",1134,707,427,819,627,"제조업"
2019,"농심",265,71,194,234,163,"제조업"
2019,"만도",460,301,159,598,515,"제조업"
2019,"종근당",80,33,47,108,68,"제조업"
2019,"녹십자홀딩스",277,127,151,152,110,"제조업"
2019,"현대로템",408,320,88,246,255,"제조업"
2019,"한솔케미칼",94,42,52,59,41,"제조업"
2019,"포스코인터내셔널",896,591,305,2442,2330,"제조업"
2019,"효성",653,382,271,337,283,"제조업"
2019,"OCI",481,213,269,261,257,"제조업"
2019,"부광약품",39,6,33,17,8,"제조업"
2019,"LS ELECTRIC",254,118,136,235,189,"제조업"
2019,"메리츠화재",2322,2078,244,808,188,"보험업"
2019,"현대엘리베이",255,160,95,187,150,"제조업"
2019,"DB하이텍",109,44,64,81,51,"제조업"
2019,"현대백화점",762,264,498,220,57,"제조업"
2019,"한국테크놀로지그룹",361,23,338,85,59,"제조업"
2019,"KCC",938,493,445,272,208,"제조업"
2019,"대한유화",203,25,178,207,191,"제조업"
2019,"대웅",167,64,103,137,73,"제조업"
2019,"F&F",68,20,48,91,29,"제조업"
2019,"현대오토에버",103,51,52,157,141,"제조업"
2019,"일양약품",44,21,22,32,15,"제조업"
2019,"NHN",250,67,183,149,0,"제조업"
2019,"한화생명",14185,12786,1399,1559,465,"보험업"
2019,"롯데정밀화학",179,30,149,131,103,"제조업"
2019,"영진약품",20,8,12,22,14,"제조업"
2019,"현대미포조선",338,103,235,299,280,"제조업"
2019,"SK디스커버리",500,268,232,502,460,"제조업"
2019,"대우건설",970,721,249,865,780,"제조업"
2019,"HDC현대산업개발",441,218,223,422,346,"제조업"
2019,"한화에어로스페이스",871,585,286,526,424,"제조업"
2019,"지누스",76,38,37,82,56,"제조업"
2019,"메리츠금융지주",6176,5580,596,183,56,"은행업"
2019,"아이에스동서",288,161,127,96,74,"제조업"
2019,"영원무역",310,114,197,239,178,"제조업"
2019,"한전KPS",136,30,106,125,97,"제조업"
2019,"진원생명과학",5,3,2,4,3,"제조업"
2019,"제일약품",40,23,17,67,52,"제조업"
2019,"한화시스템",241,144,97,155,131,"제조업"
2019,"현대위아",677,368,309,731,692,"제조업"
2019,"더블유게임즈",107,43,65,51,0,"제조업"
2019,"이노션",208,129,78,127,76,"제조업"
2019,"DGB금융지주",7240,6697,543,219,78,"은행업"
2019,"SK네트웍스",1014,783,231,1305,1194,"제조업"
2019,"파미셀",6,1,5,3,2,"제조업"
2019,"코스맥스",120,89,32,133,115,"제조업"
2019,"대웅제약",125,61,64,111,64,"제조업"
2019,"휴켐스",91,24,67,66,52,"제조업"
2019,"금호타이어",393,264,129,237,184,"제조업"
2019,"두산솔루스",49,35,14,7,5,"제조업"
2019,"JB금융지주",4753,4371,382,189,66,"은행업"
2019,"SK가스",408,242,166,493,452,"제조업"
2019,"한국콜마",240,155,85,154,111,"제조업"
2019,"코오롱인더",529,317,213,441,328,"제조업"
2019,"롯데관광개발",57,27,30,9,7,"제조업"
2019,"신세계인터내셔날",113,53,60,143,59,"제조업"
2019,"쿠쿠홈시스",63,17,46,66,25,"제조업"
2019,"영풍",483,113,370,308,287,"제조업"
2019,"후성",53,29,24,25,20,"제조업"
2019,"코리안리",1173,928,246,805,21,"보험업"
2019,"다우기술",2417,2151,266,325,234,"제조업"
2019,"현대홈쇼핑",250,77,173,221,125,"제조업"
2019,"대상",240,137,102,296,221,"제조업"
2019,"동원시스템즈",115,58,57,104,91,"제조업"
2019,"SK디앤디",140,104,36,45,32,"제조업"
2019,"티와이홀딩스",NA,NA,NA,NA,NA,"제조업"
2019,"KG동부제철",236,147,89,243,229,"제조업"
2019,"태광산업",436,87,348,292,190,"제조업"
2019,"유나이티드제약",33,8,26,22,9,"제조업"
2019,"드림텍",38,16,22,56,48,"제조업"
2019,"오리온홀딩스",437,103,334,210,118,"제조업"
2019,"S&T모티브",104,30,74,98,82,"제조업"
2019,"두산",2917,2235,682,1854,1538,"제조업"
2019,"신성이엔지",42,29,12,45,39,"제조업"
2019,"동원산업",299,191,108,268,227,"제조업"
2019,"롯데칠성",326,203,123,243,145,"제조업"
2019,"아시아나항공",1350,1260,91,697,669,"제조업"
2019,"삼양식품",47,18,29,54,39,"제조업"
2019,"화승엔터프라이즈",98,61,37,120,102,"제조업"
2019,"한진",355,249,105,206,189,"제조업"
2019,"일진다이아",25,6,18,16,11,"제조업"
2019,"GKL",91,32,59,49,36,"제조업"
2019,"대한전선",124,92,31,155,146,"제조업"
2019,"효성티앤씨",322,264,58,598,542,"제조업"
2019,"롯데하이마트",311,119,192,403,303,"제조업"
2019,"현대그린푸드",297,85,212,312,259,"제조업"
2019,"보령제약",51,22,28,52,30,"제조업"
2019,"한섬",132,28,105,126,51,"제조업"
2019,"CJ CGV",452,392,60,194,116,"제조업"
2019,"동아에스티",101,36,65,61,30,"제조업"
2019,"풍산",256,118,138,245,226,"제조업"
2019,"동아쏘시오홀딩스",136,61,75,77,50,"제조업"
2019,"경동나비엔",61,31,30,77,51,"제조업"
2019,"한세실업",118,72,46,192,152,"제조업"
2019,"NICE",256,134,122,188,0,"제조업"
2019,"잇츠한불",54,6,48,20,9,"제조업"
2019,"에스엘",227,89,138,226,205,"제조업"
2019,"미래에셋생명",3802,3568,234,186,28,"보험업"
2019,"대신증권",1944,1742,202,48,NA,"증권업"
2019,"효성첨단소재",253,213,41,305,270,"제조업"
2019,"아주캐피탈",747,666,81,23,NA,"여신금융업"
2019,"JW중외제약",57,34,23,51,35,"제조업"
2019,"쿠쿠홀딩스",81,14,67,53,31,"제조업"
2019,"동원F&B",157,89,68,303,235,"제조업"
2019,"LG상사",488,333,155,1053,982,"제조업"
2019,"LIG넥스원",232,168,63,145,131,"제조업"
2019,"롯데제과",272,142,130,209,139,"제조업"
2019,"동국제강",544,349,195,566,515,"제조업"
2019,"쌍용차",202,162,40,362,336,"제조업"
2019,"한전기술",74,24,49,45,32,"제조업"
2019,"HDC",421,185,236,162,132,"제조업"
2019,"현대일렉트릭",226,156,70,177,162,"제조업"
2019,"효성중공업",400,301,99,378,339,"제조업"
2019,"풀무원",148,102,46,238,179,"제조업"
2019,"한진중공업",247,223,24,163,145,"제조업"
2019,"SPC삼립",120,87,32,250,212,"제조업"
2019,"애경산업",45,11,34,70,36,"제조업"
2019,"한미반도체",26,4,22,12,7,"제조업"
2019,"서흥",71,38,33,46,37,"제조업"
2019,"LG하우시스",257,165,92,319,244,"제조업"
2019,"락앤락",80,12,68,49,27,"제조업"
2019,"한일시멘트",138,50,89,95,77,"제조업"
2019,"부산가스",104,37,67,97,82,"제조업"
2019,"하나투어",101,79,22,76,0,"제조업"
2019,"유안타증권",1234,1108,126,38,NA,"증권업"
2019,"대덕전자",NA,NA,NA,NA,NA,"제조업"
2019,"롯데정보통신",70,31,39,85,77,"제조업"
2019,"빙그레",68,11,57,88,65,"제조업"
2019,"삼화콘덴서",21,6,15,25,19,"제조업"
2019,"삼양홀딩스",359,156,203,249,203,"제조업"
2019,"삼부토건",42,22,20,23,21,"제조업"
2019,"삼양사",239,109,129,210,171,"제조업"
2019,"동양생명",3395,3135,260,453,107,"보험업"
2019,"롯데손해보험",1627,1530,97,243,43,"보험업"
2019,"동화약품",38,8,30,31,19,"제조업"
2019,"현대건설기계",319,161,158,285,231,"제조업"
2019,"넥센타이어",344,188,156,202,141,"제조업"
2019,"대림건설",85,39,46,128,110,"제조업"
2019,"영원무역홀딩스",379,121,258,274,185,"제조업"
2019,"미원에스씨",31,6,25,38,31,"제조업"
2019,"제주항공",147,114,33,138,125,"제조업"
2019,"광동제약",79,35,45,124,98,"제조업"
2019,"에이프로젠제약",37,2,35,5,3,"제조업"
2019,"대한해운",334,245,90,101,83,"제조업"
2019,"종근당홀딩스",107,33,74,72,39,"제조업"
2019,"코오롱글로벌",222,175,47,348,311,"제조업"
2019,"한국단자",89,18,71,77,68,"제조업"
2019,"미원상사",28,6,22,25,20,"제조업"
2019,"케이씨텍",34,5,29,27,18,"제조업"
2019,"남선알미늄",30,12,18,32,29,"제조업"
2019,"현대에너지솔루션",48,16,32,45,38,"제조업"
2019,"한국콜마홀딩스",110,49,60,59,46,"제조업"
2019,"서울가스",158,62,97,136,118,"제조업"
2019,"한국카본",40,8,31,27,22,"제조업"
2019,"엔에스쇼핑",92,49,43,50,8,"제조업"
2019,"한국자산신탁",124,58,66,22,7,"기타금융업"
2019,"제이콘텐트리",116,74,42,55,31,"제조업"
2019,"우리종금",340,303,37,21,12,"종합금융업"
2019,"한국토지신탁",145,57,88,26,7,"기타금융업"
2019,"지역난방공사",589,436,153,237,222,"제조업"
2019,"코스모신소재",26,11,15,24,23,"제조업"
2019,"스카이라이프",85,14,71,69,0,"제조업"
2019,"세진중공업",41,25,16,30,27,"제조업"
2019,"한독",75,40,34,47,31,"제조업"
2019,"교보증권",792,696,96,31,NA,"증권업"
2019,"LF",242,103,139,185,81,"제조업"
2019,"일동제약",61,36,25,52,29,"제조업"
2019,"효성화학",206,161,45,181,157,"제조업"
2019,"세방전지",151,46,105,114,94,"제조업"
2019,"덴티움",55,34,21,25,9,"제조업"
2019,"BGF",166,13,153,24,11,"제조업"
2019,"한일현대시멘트",56,36,20,38,30,"제조업"
2019,"디피씨",22,6,16,17,11,"제조업"
2019,"남해화학",58,15,43,119,108,"제조업"
2019,"SK렌터카",165,130,34,64,0,"제조업"
2019,"진에어",70,51,19,91,88,"제조업"
2019,"유니드",108,37,71,88,68,"제조업"
2019,"화승인더",127,82,45,143,118,"제조업"
2019,"제일파마홀딩스",85,36,48,73,55,"제조업"
2019,"대원제약",33,12,20,32,14,"제조업"
2019,"알루코",77,49,29,45,39,"제조업"
2019,"모토닉",44,3,41,21,18,"제조업"
2019,"태영건설",592,434,157,392,326,"제조업"
2019,"한화투자증권",988,872,116,35,NA,"증권업"
2019,"율촌화학",61,26,34,51,44,"제조업"
2019,"JW홀딩스",124,89,35,73,44,"제조업"
2019,"하나제약",26,4,22,17,6,"제조업"
2019,"삼진제약",24,5,20,24,12,"제조업"
2019,"대상홀딩스",290,169,121,355,265,"제조업"
2019,"태림포장",57,25,32,57,48,"제조업"
2019,"현대에이치씨엔",81,7,74,29,19,"제조업"
2019,"대성홀딩스",114,60,54,92,79,"제조업"
2019,"하이트진로홀딩스",384,285,98,203,115,"제조업"
2019,"이월드",48,9,39,18,11,"제조업"
2019,"송원산업",89,46,44,81,65,"제조업"
2019,"이연제약",27,5,22,13,6,"제조업"
2019,"세아베스틸",358,159,198,296,279,"제조업"
2019,"유진투자증권",774,695,79,25,NA,"증권업"
2019,"롯데푸드",132,61,71,179,149,"제조업"
2019,"SK증권",414,357,57,23,NA,"증권업"
2019,"진흥기업",33,23,10,55,50,"제조업"
2019,"농심홀딩스",122,29,92,54,46,"제조업"
2019,"퍼시스",48,4,44,30,22,"제조업"
2019,"조광피혁",30,2,28,11,8,"제조업"
2019,"현대리바트",75,29,46,124,102,"제조업"
2019,"한라홀딩스",176,87,89,80,64,"제조업"
2019,"현대차증권",703,604,99,25,NA,"증권업"
2019,"한화손해보험",1826,1679,146,598,123,"보험업"
2019,"E1",359,239,120,461,422,"제조업"
2019,"케이씨",68,17,51,51,41,"제조업"
2019,"삼천리",391,252,139,346,310,"제조업"
2019,"에이프로젠 KIC",65,13,53,8,6,"제조업"
2019,"대교",92,31,61,76,62,"제조업"
2019,"비티원",9,2,7,1,1,"제조업"
2019,"한국쉘석유",14,4,10,21,14,"제조업"
2019,"해성디에스",33,12,21,38,32,"제조업"
2019,"한솔제지",174,113,61,191,157,"제조업"
2019,"아이마켓코리아",110,67,43,292,276,"제조업"
2019,"YG PLUS",16,4,11,12,9,"제조업"
2019,"이수화학",107,69,38,152,142,"제조업"
2019,"경방",137,63,74,34,24,"제조업"
2019,"삼양패키징",56,28,29,38,30,"제조업"
2019,"코리아써키트",48,9,39,54,51,"제조업"
2019,"동성제약",13,6,7,9,5,"제조업"
2019,"웅진씽크빅",246,198,48,65,28,"제조업"
2019,"조선내화",107,37,70,76,65,"제조업"
2019,"아세아제지",85,26,58,70,55,"제조업"
2019,"LG헬로비전",179,84,95,111,9,"제조업"
2019,"JW생명과학",20,8,12,17,12,"제조업"
2019,"유니퀘스트",35,14,21,34,30,"제조업"
2019,"휴비스",88,48,40,103,93,"제조업"
2019,"SBS",125,60,65,82,66,"제조업"
2019,"금호에이치티",32,15,17,25,24,"제조업"
2019,"한솔테크닉스",50,23,26,97,86,"제조업"
2019,"코리아오토글라스",50,14,36,46,35,"제조업"
2019,"고려제강",235,87,148,164,144,"제조업"
2019,"필룩스",42,14,27,14,9,"제조업"
2019,"경인양행",47,23,24,36,27,"제조업"
2019,"동양",102,20,82,54,49,"제조업"
2019,"세아홀딩스",546,242,303,493,467,"제조업"
2019,"환인제약",30,3,27,16,8,"제조업"
2019,"KEC",33,12,21,20,18,"제조업"
2019,"한일홀딩스",330,156,174,165,138,"제조업"
2019,"자화전자",35,7,28,36,32,"제조업"
